Inspection ID,DBA Name,Facility Type,Risk,Address,Zip,Violations
1439257,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOOR TILES AT COOK LINE BROKEN. REPAIR AND MAINTAIN THE FLOOR.  "
2566747,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,
2567234,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: Deli cups not air dried after washing , instructed to air dry all muti-use utensils. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: basement's walk-in cooler interior walls in poor repair, mold like build up on surfaces, instructed to remove and provide clean surface."
2492538,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED EXCESSIVE ACCUMULATION OF GREASE ON LOWER INTERIOR OF FRYER IN KITCHEN. MUST DETAIL CLEAN. MUST MAINTAIN SAME.  OBSERVED SMALL AMOUNT OF ORANGE, SLIMY MOLD-LIKE SUBSTANCE ON LOWER INTERIOR OF ICE MACHINE. MUST CLEAN AND SANITIZE. MUST MAINTAIN SAME.   | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: MUST INSTALL BACKFLOW PREVENTION DEVICE ON ICE MACHINE IN BASEMENT.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED LARGE GAP BETWEEN WASH BOWL SINK AND WALL IN THE MEN'S RESTROOM. MUST RECAULK WALL TO REATTACH SINK TO WALL. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: MUST PROVIDE PROOF OF ALLERGEN TRAINING FOR ALL CHICAGO FOOD SANITATION MANAGERS."
2492394,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,
2353113,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: Violation Codes: 4-101.19.  Inspector Comments: - OBSERVED WORN DOWN/UNFINISHED WOOD ON THE FLOOR, WALLS, CEILING OF THE WALK IN COOLER. MUST REFINISH WOOD TO PROVIDE A NON-ABSORBENT, DURABLE, SMOOTH, EASILY CLEANABLE SURFACE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Violation Codes: 6-501.114.  Inspector Comments: - OBSERVED CLUTTER AND BROKEN/UNUSED EQUIPMENT STORED IN THE BASEMENT, AND IN THE SERVER STATION.   MUST REMOVE ALL ARTICLES THAT ARE UNNECESSARY TO THE OPERATION, CLEAN, ORGANIZE AREA, AND STORE ALL REMAINING ARTICLES 6' OFF THE FLOOR ON SHELVING THAT PROVIDES FLOOR ACCESSIBILITY TO ENSURE ADEQUATE FACILITY CLEANING.   | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Violation Codes: 6-101.11.  Inspector Comments: - OBSERVED CORK CEILING TILES USED IN THE KITCHEN.   MUST REMOVE AND PROVIDE CEILING TILES THAT ARE NON-ABSORBENT, NON-CORROSIVE, SMOOTH, AND EASILY CLEANABLE, AND MAINTAIN AT ALL TIMES. "
2352717,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: - NO VERIFIABLE EMPLOYEE HEALTH POLICY ON SITE.   MUST PROVIDE.  PRIORITY FOUNDATION VIOLATION#: 7-38-010. CITATION ISSUED. -    | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: - MUST PROVIDE A PHYSICAL CLEAN UP KIT FOR VOMITOUS AND DIARRHEAL INCIDENTS FOR THE WRITTEN PROCEDURE ON SITE.   CLEAN UP KIT AND PROCEDURE MUST CONTAIN AT LEAST: A SANITIZER EFFECTIVE FOR ELIMINATING NOROVIRUS, MASK, GLOVES, DISPOSABLE MOP.   PRIORITY FOUNDATION VIOLATION#:7-38-005.  NO CITATION ISSUED.  -   | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: - SEE VIOLATION#:60. -  | 23. PROPER DATE MARKING AND DISPOSITION - Comments: - MUST PROVIDE PROPER LABELS FOR DATE MARKING THE PREPARATION AND CONSUME BY/DISCARD DATE (MAXIMUM OF 7 DAYS TOTAL) OF ALL REFRIGERATED, READY-TO-EAT, TCS FOODS PREPARED ON SITE AND HELD OVER 24HRS.  PRIORITY FOUNDATION VIOLATION#: 7-38-005. NO CITATION ISSUED.	 -   | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: - UNABLE TO OBSERVED THERMOMETERS INSIDE KITCHEN COOLERS.   MUST PROVIDE CONSPICUOUSLY PLACED AND EASILY READABLE THERMOMETERS INSIDE ALL COOLERS AND MAINTAIN AT ALL TIMES.  -  | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: - SEE VIOLATION#:60.  -  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: - OBSERVED WORN DOWN/UNFINISHED WOOD ON THE FLOOR, WALLS, CEILING OF THE WALK IN COOLER.   MUST REFINISH WOOD TO PROVIDE A NON-ABSORBENT, DURABLE, SMOOTH, EASILY CLEANABLE SURFACE.   -  | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: - OBSERVED NO TEST STRIPS ON SITE TO EFFECTIVELY TEST THE CONCENTRATION OF THE SANITIZING SOLUTION FOR THE WASH/RINSE/SANITIZE PROCEDURE IN THE 3 COMPARTMENT SINK.   PRIORITY FOUNDATION VIOLATION#:7-38-005.  CITATION ISSUED.  -  | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: - OBSERVED NO IRREVERSIBLE TEST STRIPS ON SITE TO ADEQUATELY MEASURE THE UTENSIL SURFACE TEMPERATURE (160F) AFTER THE FINAL RINSE IN THE HIGH TEMP DISH MACHINE.  MUST PROVIDE.   PRIORITY FOUNDATION VIOLATION#:7-38-005.  NO CITATION ISSUED. -   | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: - MUST INSTALL A SEPARATE DUMP SINK IN THE BAR.  - | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: - OBSERVED CORK CEILING TILES USED IN THE KITCHEN.   MUST REMOVE AND PROVIDE CEILING TILES THAT ARE NON-ABSORBENT, NON-CORROSIVE, SMOOTH, AND EASILY CLEANABLE, AND MAINTAIN AT ALL TIMES.  -  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: - SEE VIOLATION#:60. -  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: - OBSERVED CLUTTER AND BROKEN/UNUSED EQUIPMENT STORED IN THE BASEMENT, AND IN THE SERVER STATION.    MUST REMOVE ALL ARTICLES THAT ARE UNNECESSARY TO THE OPERATION, CLEAN, ORGANIZE AREA, AND STORE ALL REMAINING ARTICLES 6' OFF THE FLOOR ON SHELVING THAT PROVIDES FLOOR ACCESSIBILITY TO ENSURE ADEQUATE FACILITY CLEANING.  -  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: - OBSERVED CARPET RUG ON THE FLOOR IN THE COOK LINE.   MUST REMOVE AND PROVIDE RUG TO BE A NONABSORBENT, SMOOTH, EASILY CLEANABLE MATERIAL.  -  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: - OBSERVED BROKEN TILES AND LOW GROUT ON THE FLOOR IN THE DISHWASHING AREA.   OBSERVED MISSING/BROKEN COVING AT THE WALL BASE IN THE MEN'S TOILET ROOM.  MUST REPAIR/REPLACE AND MAINTAIN AT ALL TIMES.  - | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: - SEE VIOLATION#:60.  -  | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: - SEE VIOLATION#:60.  - | 58. ALLERGEN TRAINING AS REQUIRED - Comments: - SEE VIOLATION#:60.  -  | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: - OBSERVED THE FOLLOWING PREVIOUS CORE VIOLATIONS NOT CORRECTED FROM THE LAST INSPECTION REPORT#:2229348 ON 10/4/18:  OBSERVED NO HAND WASHING SIGNAGE AT HAND SINKS IN WOMANS AND MENS RESTROOM. INSTRUCTED MANAGER TO PROVIDE. MAINTAIN AT ALL TIMES.  OBSERVED PRE SET CUTLERY AND PLATE WARE STORED UPRIGHT ON TABLES THROUGHOUT DINNING ROOM AREA. INFORMED MANAGER THAT FLAT WARE AND GLASS WARE MUST BE STORED ON TABLE TOP IN A MANNER THAT PREVENTS CONTAMINATION. INSTRUCTED MANAGER TO SET FLAT WARE AND GLASS WARE WHEN GUEST ARE SET OR STORED ON TABLE TOP IN A MANNER THAT PREVENTS CONTAMINATION. MAINTAIN AT ALL TIMES.   OBSERVED WATER STAINED CEILING TITLE ON SOUTH CORNER OF DINNING ROOM, AS WELL AS UPPER LEVEL WEST CORNER.  OBSERVED BURNED OUT LIGHT FIXTURE ABOVE COOK LINE AREA.   OBSERVED LOW LIGHTING IN FRONT BAR AREA. INSTRUCTED MANAGER TO REPAIR AND PROVIDE ADEQUATE LIGHT IN SAID AREA. MAINTAIN AT ALL TIMES.  OBSERVED FOOD HANDLER TRAINING NOT MAINTAINED. INSTRUCTED MANAGER THAT FOOD HANDLER STAFF MUST OBTAIN.  OBSERVED ALLERGEN AWARENESS CERTIFICATE NOT MAINTAINED. INSTRUCTED MANAGER TO OBTAIN ALLERGEN AWARENESS CERTIFICATES.	  MUST CORRECT ALL VIOLATIONS AND MAINTAIN.   PRIORITY FOUNDATION VIOLATION#:7-42-090.  CITATION ISSUED.  -  "
2229348,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: 2-102.14 (A) (A)- OBSERVED NO EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED FACILITY TO COMPLY AND MAINTAIN.   PRIORITY FOUNDATION VIOLATION 7-38-012(A).   NO CITATION ISSUED. | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11- FOUND NO COMPLETE PROCEDURES ON SITE FOR THE CLEAN UP OF VOMITING AND DIAREAL EVENTS. INSTRUCTED FACILITY TO PROVIDE AND MAINTAIN.   PRIORITY FOUNDATION VIOLATION 7-38-005.   NO CITATION ISSUE.  | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 5-205.11- OBSERVED NO HAND WASHING SINK INSTALLED AT BAR AREA.  INSTRUCTED MANAGER TO INSTALL HAND SINK IN SAID AREA AND ENSURE HAND SINKS IS ACCESSIBLE OR IMMEDIATELY ADJACENT TO BAR AREA.   MAINTAIN AT ALL TIMES.  PRIORITY FOUNDATION # 7-38-030(c)   NO CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 6-301.14- OBSERVED NO HAND WASHING SIGNAGE AT HAND SINKS IN WOMANS AND MENS RESTROOM. INSTRUCTED MANAGER TO PROVIDE. MAINTAIN AT ALL TIMES. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: 3-603.11 (A)- OBSERVED NO CONSUMER ADVISORY SIGNAGE POSTED IN PLAIN VIEW OF CUSTOMER. INFORMED MANAGER THAT CONSUMER ADVISORY SIGNAGE MUST BE POSTED IN PLAIN VIEW OF CUSTOMER AS WELL AS INDICATED ON MENU OF RAW/UNDER COOKED FOODS. INSTRUCTED MANAGER TO PROVIDE CONSUMER ADVISORY SIGNAGE. MAINTAIN AT ALL TIMES | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: 4-904-13 (A) (A) - OBSERVED PRE SET CUTLERY AND PLATE WARE STORED UPRIGHT ON TABLES THROUGHOUT DINNING ROOM AREA. INFORMED MANAGER THAT FLAT WARE AND GLASS WARE MUST BE STORED ON TABLE TOP IN A MANNER THAT PREVENTS CONTAMINATION. INSTRUCTED MANAGER TO SET FLAT WARE AND GLASS WARE WHEN GUEST ARE SET OR STORED ON TABLE TOP IN A MANNER THAT PREVENTS CONTAMINATION. MAINTAIN AT ALL TIMES. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: 4-302.14- OBSERVED NO CHEMICAL TEST KIT ON SITE AT TIME OF INSPECTION. INFORMED MANAGER THAT CHEMICAL TEST KIT MUST BE ON SITE TO DETERMINE PROPER CONCENTRATIONS OF SANITIZING SOLUTION. PRIORITY FOUNDATION VIOLATION #7-38-005 CITATION ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11(C)- OBSERVED BLACK MOLD LIKE SUBSTANCE EMBEDDED IN SHELVING RACKS OF 2 DOOR TRUE COOLER IN ADJACENT TO DISH WASHING AREA.  OBSERVED WHITE MOLD LIKE SUBSTANCE EMBEDDED ON WALLS OF WALK IN COOLER IN BASEMENT STORAGE AREA.   INSTRUCTED MANAGER TO DETAIL CLEAN AND MAINTAIN AT ALL TIMES.   OBSERVED EXCESSIVE GREASE BUILD ON EXTERIOR SURFACE OF GREASE TRAP IN DISH WASHING AREA. INSTRUCTED MANAGER TO DETAIL CLEAN AND MAINTAIN AT ALL TIMES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11- OBSERVED WATER STAINED CEILING TITLE  ON SOUTH CORNER OF DINNING ROOM, AS WELL AS UPPER LEVEL WEST CORNER.   OBSERVED WATER STAINED GLASS SHIELDS ABOVE COOK LINE AREA.  INSTRUCTED MANAGER TO REPLACE AND MAINTAIN AT ALL TIMES.    | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.114- OBSERVED EXCESSIVE CLUTTER AND UNUSED KITCHEN EQUIPMENT IN DUMPSTER STORED IN STORAGE SHED, COMMERCIAL STEAMER, REFRIGERATOR, SOFA, ETC. INSTRUCTED MANAGER TO REMOVE ANY UNNECESSARY ITEMS, CLEAN, ORGANIZE AND ELEVATE ITEMS AT LEAST 6 INCHES OFF THE FLOOR. MAINTAIN AT ALL TIMES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12- OBSERVED SPIDER WEB AND LIVE SPIDER ON CEILING DIRECTLY IN FRONT OF REAR EXIT DOOR IN KITCHEN. INSTRUCTED MANAGER TO REMOVE/DETAIL CLEAN AND MAINTAIN AT ALL TIMES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.11- OBSERVED DUCK TAPE USED AS A MEANS OF REPAIR ON DRAIN PIPE UNDERNEATH 3 COMPARTMENT IN REAR DISH WASHING AREA. INSTRUCTED MANAGER TO REMOVE AND REPAIR SAID DRAIN PIPE.   | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 6-303.11-OBSERVED BURNED OUT LIGHT FIXTURE ABOVE COOK LINE AREA.   OBSERVED LOW LIGHTING IN FRONT BAR AREA.  INSTRUCTED MANAGER TO REPAIR AND PROVIDE ADEQUATE LIGHT IN SAID AREA. MAINTAIN AT ALL TIMES. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: 2-102.13- OBSERVED FOOD HANDLER TRAINING NOT MAINTAINED. INSTRUCTED MANAGER THAT FOOD HANDLER STAFF MUST OBTAIN.    | 58. ALLERGEN TRAINING AS REQUIRED - Comments: PA 100-0367- OBSERVED ALLERGEN AWARENESS CERTIFICATE NOT MAINTAINED. INSTRUCTED MANAGER TO OBTAIN ALLERGEN AWARENESS CERTIFICATES."
2088714,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: BROKEN RUBBER GASKETS AT PREP COOLERS, INSTRUCTED TO REPLACE. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FABRIC CARPET ON KITCHEN FLOOR, INSTRUCTED TO REMOVE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST INSTALL A HAND SINK AT BAR AREA, LEAKY PIPE UNDER KITCHEN 3-COMP SINK, INSTRUCTED TO REPAIR. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: SOILED GARDEN HOSE STORED NEXT TO CLEAN POTS AND PANS, INSTRUCTED TO KEEP AWAY. | 45. FOOD HANDLER REQUIREMENTS MET - Comments: FOOD HANDLERS REQUIREMENT NOT MET. INSTRUCTED TO OBTAIN FOOD HANDLERS CERTIFICATE FOR ALL EMPLOYEES."
2065270,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,
1953890,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: THE REACH-IN REFRIGERATOR NEXT TO THE COOKING EQUIPMENT AND THE REACH-IN COOLER ON THE SOUTH WALL IS LEAKING CONDENSATION INTO A BUCKET AT THE TOP OF THE INTERIOR SHELF. INSTRUCTED TO REPAIR REFRIGERATION UNITS AND MAINTAIN. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: RESURFACE THE LARGE RACK ON THE CEILING OVER THE MAIN LINE WHICH STORES POTS, PANS, AND UTENSILS. THE PAINT ON THE RACK IS CHIPPING AWAY AND MUST BE RESURFACED AND MAINTAINED.  | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST DETAIL CLEAN THE BOTTOM SHELF OF THE BEER COOLER TO REMOVE LIQUID BUILDUP ON THE BOTTOM SHELF.  | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DETAIL CLEAN THE LOWER COMPARTMENT OF THE DEEP FRYER TO REMOVE GREASE BUILDUP AND MAINTAIN. "
1953710,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,
1589024,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DETAIL CLEAN VENT COVERS AT THE SERVICE STATION.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: DETAIL CLEAN FLOORS IN THE BASEMENT STORAGE ROOM.   | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST REPLACE STAINED CELING TILES ABOVE THE 1ST FLOOR DINING AREA.   | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: MUST REPAIR THE LEAKY FAUCET AT THE THREE COMPARTMENT SINK IN THE PREP AREA. MUST REPAIR THE DIPPER WELL. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MINIMIZE CLUTTER IN THE BASEMENT STORAGE AREA. "
1439242,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED PEST CONTROL LOG NOT UP TO DATE AND MAINTAINED. INSTRUCTED TO KEEP PEST CONTROL LOG UP TO DATE AND MAINTAINED. SERIOUS VIOLATION 7-38-020 | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: OBSERVED BAR 3 COMPARTMENT SINK BACKING UP WITH WASTE WATER IN ALL COMPARTMENTS. INSTRUCTED TO FIX AND MAINTAIN. SERIOUS VIOLATION 7-38-030 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED FLOOR TILES AT COOK LINE BROKEN. REPAIR AND MAINTAIN THE FLOOR. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: OBSERVED UNSHIELDED AND BLOWN LIGHT BULBS IN THE PREP AREA. INSTRUCTED TO PROVIDE ADEQUATE,SHIELDED LIGHTING AND MAINTAIN.  | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED MOP STORED ON THE FLOOR. INSTRUCTED TO STORE MOP HANGING OR INVERTED."
1326374,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST LABEL ALL BULK FOOD STORAGE CONTAINERS WITH NAME OF INGREDIENTS.   | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REPLACE THE MISSING DOOR HANDLES FOR THE 2 DOOR PREP COOLER. REPLACE THE PARTICLEBOARD SHELF FOR THE SPICES.   | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: REPLACE THE BROKEN FLOOR TILES AT THE COOK'S LINE.  "
1326284,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"8. SANITIZING RINSE FOR EQUIPMENT AND UTENSILS:  CLEAN, PROPER TEMPERATURE, CONCENTRATION, EXPOSURE TIME - Comments: IMPROPER FINAL RINSE TEMPERATURE OF HIGH TEMPERATURE DISHMACHINE.  OBSERVED A FINAL RINSE TEMPERATURE OF 174F AT THE FINAL RINSE TEMPERATURE GAUGE.  DISHMACHINE WAS NOT BEING USED AT THIS TIME.  HELD FOR INSPECTION TAG PLACED ON THE DISHMACHINE.  MUST REPAIR SO THAT THE FINAL RINSE TEMPERATURE REACHES ABOVE 180F.  NO CITATION ISSUED.  CRITICAL VIOLATION 7-38-030. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST LABEL ALL BULK FOOD STORAGE CONTAINERS WITH NAME OF INGREDIENTS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REPLACE THE MISSING DOOR HANDLES FOR THE 2 DOOR PREP COOLER.  REPLACE THE PARTICLEBOARD SHELF FOR THE SPICES. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: REPLACE THE BROKEN FLOOR TILES AT THE COOK'S LINE."
569747,ZAVEN INC,Restaurant,Risk 1 (High),260 E CHESTNUT ST ,60611,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: ALL CUTTING BOARDS WITH DEEP/DARK GROOVES MUST BE REPLACED. THE WOODEN COFFEE COUNTER AT THE WAIT STAFF STATION IS IN POOR REPAIR (BUCKLING WOOD)-MUST FIX/REPLACE. THE HINGE OF THE SMALL COOLER AT SAME AREA IS LOOSE-MUST FIX.   All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: FOLLOWING NEED CLEANING: EXTERIOR OF GREASE TRAP, INTERIOR SIDES OF BIG OVEN, THE COFFEE COUNTER & FAN GUARDS OF COOLERS MUST BE FREE OF DUST/DIRT. All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: FOOD STAINS AT EAST WALL AROUND THE KNIFE RACK & DUSTY CEILING VENTS IN DISHROOM MUST BE KEPT CLEAN.   The walls and ceilings shall be in good repair and easily cleaned. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ANY MILK/SODA CRATES USED FOR DRY/STORAGE RACKS MUST BE REPLACED WITH REGULAR SHELVINGS, FOR EASY ACCESS TO CLEANING/PEST MONITORING.   All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors."
1343338,ZAVALA'S GROCERY STORE INC,Grocery Store,Risk 1 (High),2657 S KOLIN AVE ,60623,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: THE BASEMENT FREEZER DOORS AND ICE MACHINE ARE DIRTY; WASH, RINSE AND SANITIZE THE DOORS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The mop sink area is rough and hard to clean, repair the seams so they are smooth and easy to clean. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: THE LIGHT SHIELDS ABOVE THE REAR PREP AREA HAVE DEAD INSECTS INSIDE, CLEAN OUT THE LIGHT SHIELD. | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: THE ICE SCOOP IS STORED ON TOP OF THE MACHINE IN THE GARAGE, STORE THE SCOOP INSIDE OF A COVERED SELF DRAINING CONTAINER TO PROTECT IT FROM CONTAMINATION."
